,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code,data_source
455,2006-06-01,30,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,37.0,78.0,,-68.0,47.0,,577.0,,,,577.0,1295.0,,,,,,,05-123-08053
456,2006-05-01,30,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,68.0,28.0,,-59.0,37.0,,469.0,,,99.0,370.0,1295.0,,,59.0,,,P,05-123-08053
457,2006-04-01,30,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,68.0,,,,68.0,,469.0,,,94.0,375.0,1295.0,,,,,,,05-123-08053
458,2006-03-01,19,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,63.0,5.0,,,68.0,,377.0,,,76.0,301.0,1295.0,,,,,,,05-123-08053
459,2006-02-01,27,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,60.0,3.0,,,63.0,,379.0,,,,379.0,1294.0,,,,,,,05-123-08053
460,2006-01-01,31,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,60.0,,,,60.0,,651.0,,,130.0,521.0,1295.0,,,6.0,,,P,05-123-08053
461,2005-12-01,27,PR,ENERVEST OPERATING LLC,123,8053,0,J SAND,57.0,3.0,,,60.0,,567.0,,,116.0,451.0,1296.0,,,6.0,,,P,05-123-08053
462,2005-11-01,27,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,55.0,2.0,,,57.0,,567.0,,,,567.0,1296.0,,,6.0,,,P,05-123-08053
463,2005-10-01,31,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,53.0,2.0,,,55.0,,642.0,,,,642.0,1296.0,,,26.0,,,P,05-123-08053
464,2005-09-01,30,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,53.0,,,,53.0,,657.0,,,,657.0,1296.0,,,,,,,05-123-08053
465,2005-08-01,31,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,52.0,1.0,,,53.0,,729.0,,,,729.0,1297.0,,,6.0,,,P,05-123-08053
466,2005-07-01,30,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,48.0,4.0,,,52.0,,715.0,,,,715.0,1294.0,,,3.0,,,P,05-123-08053
467,2005-06-01,26,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,45.0,3.0,,,48.0,,603.0,,,,603.0,1296.0,,,5.0,,,P,05-123-08053
468,2005-05-01,31,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,42.0,3.0,,,45.0,,688.0,,,,688.0,1296.0,,,5.0,,,P,05-123-08053
469,2005-04-01,30,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,38.0,4.0,,,42.0,,661.0,,,,661.0,1296.0,,,5.0,,,P,05-123-08053
470,2005-03-01,31,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,35.0,3.0,,,38.0,,713.0,,,,713.0,1256.0,,,5.0,,,P,05-123-08053
471,2005-02-01,28,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,32.0,3.0,,,35.0,,687.0,,,,687.0,1256.0,,,5.0,,,P,05-123-08053
472,2005-01-01,26,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,27.0,5.0,,,32.0,,674.0,,,,674.0,1256.0,,,5.0,,,P,05-123-08053
473,2004-12-01,28,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,24.0,3.0,,,27.0,,686.0,,,,686.0,1256.0,,,2.0,,,P,05-123-08053
474,2004-11-01,29,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,23.0,1.0,,,24.0,,651.0,,,,651.0,1256.0,,,8.0,,,P,05-123-08053
475,2004-10-01,31,PR,SAWTOOTH ENERGY PARTNERS LLC,123,8053,0,J SAND,22.0,1.0,,,23.0,,770.0,,,,770.0,1256.0,,,7.0,,,P,05-123-08053
476,2004-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,18.0,4.0,,,22.0,,765.0,,,,765.0,1263.0,,,45.0,,,M,05-123-08053
477,2004-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,9.0,9.0,,,18.0,,1083.0,,,,1083.0,1262.0,,,45.0,,,M,05-123-08053
478,2004-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,22.0,3.0,,-16.0,9.0,,1117.0,,,,1117.0,1269.0,,,45.0,,,M,05-123-08053
479,2004-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,22.0,,,,22.0,,572.0,,,,572.0,1269.0,,,42.0,,,M,05-123-08053
480,2004-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,77.0,8.0,63.0,,22.0,51.0,416.0,,,,416.0,1269.0,,,54.0,,,M,05-123-08053
481,2004-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,76.0,1.0,,,77.0,,48.0,,,,48.0,1269.0,,,47.0,,,M,05-123-08053
482,2004-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,74.0,2.0,,,76.0,,179.0,,,,179.0,1269.0,,,40.0,,,M,05-123-08053
483,2004-02-01,29,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,73.0,1.0,,,74.0,,479.0,,,,479.0,1269.0,,,40.0,,,M,05-123-08053
484,2004-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,70.0,3.0,,,73.0,,460.0,,,,460.0,1269.0,,,33.0,,,M,05-123-08053
485,2003-12-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,68.0,2.0,,,70.0,,607.0,,,,607.0,1269.0,,,26.0,,,M,05-123-08053
486,2003-11-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,63.0,5.0,,,68.0,,700.0,,,,700.0,1269.0,,,22.0,,,M,05-123-08053
487,2003-10-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,60.0,3.0,,,63.0,,829.0,,,,829.0,1269.0,,,16.0,,,M,05-123-08053
488,2003-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,57.0,3.0,,,60.0,,606.0,,,,606.0,1269.0,,,16.0,,,M,05-123-08053
489,2003-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,53.0,4.0,,,57.0,,890.0,,,,890.0,1269.0,,,17.0,,,M,05-123-08053
490,2003-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,49.0,4.0,,,53.0,,808.0,,,,808.0,1269.0,,,20.0,,,M,05-123-08053
491,2003-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,44.0,5.0,,,49.0,,1023.0,,,,1023.0,1269.0,,,12.0,,,M,05-123-08053
492,2003-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,40.0,4.0,,,44.0,,1295.0,,,,1295.0,1269.0,,,12.0,,,M,05-123-08053
493,2003-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,138.0,4.0,29.0,-73.0,40.0,52.0,1047.0,,,,1047.0,1269.0,,,9.0,,,M,05-123-08053
494,2003-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,77.0,61.0,,,138.0,,820.0,,,,820.0,1269.0,,,5.0,,,M,05-123-08053
495,2003-02-01,28,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,72.0,5.0,,,77.0,,809.0,,,,809.0,1269.0,,,5.0,,,M,05-123-08053
496,2003-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,54.0,18.0,,,72.0,,1099.0,,,,1099.0,1269.0,,,3.0,,,M,05-123-08053
497,2002-12-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,52.0,2.0,,,54.0,,528.0,,,,528.0,1269.0,,,1.0,,,M,05-123-08053
498,2002-11-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,52.0,,,,52.0,,967.0,,,,967.0,1269.0,,,1.0,,,M,05-123-08053
499,2002-10-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,50.0,2.0,,,52.0,,,,,,,,,,9.0,,,M,05-123-08053
500,2002-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,50.0,,,,50.0,,,,,,,,,,9.0,,,M,05-123-08053
501,2002-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,50.0,,,,50.0,,37.0,,,,37.0,1269.0,,,11.0,,,M,05-123-08053
502,2002-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,,,,,,,37.0,,,,37.0,1269.0,,,11.0,,,M,05-123-08053
503,2002-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,50.0,,,,50.0,,,,,,,,,,10.0,,,M,05-123-08053
504,2002-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,50.0,,,,50.0,,,,,,,,,,12.0,,,M,05-123-08053
505,2002-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,14.0,6.0,,30.0,50.0,,136.0,,,,136.0,1269.0,,,12.0,,,M,05-123-08053
506,2002-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,47.0,77.0,,,124.0,,694.0,,,,694.0,1269.0,,,,,,,05-123-08053
507,2002-02-01,28,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,47.0,,,,47.0,,684.0,,,,684.0,1269.0,,,3.0,,,M,05-123-08053
508,2002-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,46.0,1.0,,,47.0,,870.0,,,,870.0,1269.0,,,3.0,,,M,05-123-08053
509,2001-12-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,43.0,3.0,,,46.0,,920.0,,,,920.0,1269.0,,,7.0,,,M,05-123-08053
510,2001-11-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,39.0,4.0,,,43.0,,562.0,,,,562.0,1269.0,,,7.0,,,M,05-123-08053
511,2001-10-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,35.0,4.0,,,39.0,,855.0,,,,855.0,1269.0,,,7.0,,,M,05-123-08053
512,2001-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,32.0,3.0,,,35.0,,856.0,,,,856.0,1269.0,,,9.0,,,M,05-123-08053
513,2001-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,27.0,5.0,,,32.0,,817.0,,,,817.0,1269.0,,,9.0,,,M,05-123-08053
514,2001-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,24.0,3.0,,,27.0,,1048.0,,,,1048.0,1269.0,,,12.0,,,M,05-123-08053
515,2001-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,18.0,6.0,,,24.0,,887.0,,,,887.0,1269.0,,,12.0,,,M,05-123-08053
516,2001-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,8.0,10.0,,,18.0,,942.0,,,,942.0,1269.0,,,12.0,,,M,05-123-08053
517,2001-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,38.0,3.0,,-33.0,8.0,,862.0,,,,862.0,1269.0,,,12.0,,,M,05-123-08053
518,2001-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,36.0,2.0,,,38.0,,829.0,,,,829.0,1269.0,,,12.0,,,M,05-123-08053
519,2001-02-01,28,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,34.0,2.0,,,36.0,,218.0,,,,218.0,1269.0,,,12.0,,,M,05-123-08053
520,2001-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,32.0,2.0,,,34.0,,,,,,,,,,10.0,,,M,05-123-08053
521,2000-12-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,32.0,,,,32.0,,,,,,,,,,10.0,,,M,05-123-08053
522,2000-11-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,53.0,4.0,,-25.0,32.0,,293.0,,,,293.0,1269.0,,,10.0,,,M,05-123-08053
523,2000-10-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,49.0,4.0,,,53.0,,562.0,,,,562.0,1269.0,,,10.0,,,M,05-123-08053
524,2000-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,48.0,1.0,,,49.0,,528.0,,,,528.0,1269.0,,,10.0,,,M,05-123-08053
525,2000-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,39.0,9.0,,,48.0,,578.0,,,,578.0,1269.0,,,11.0,,,M,05-123-08053
526,2000-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,37.0,2.0,,,39.0,,540.0,,,,540.0,1269.0,,,11.0,,,M,05-123-08053
527,2000-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,35.0,2.0,,,37.0,,476.0,,,,476.0,1269.0,,,11.0,,,M,05-123-08053
528,2000-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,25.0,10.0,,,35.0,,612.0,,,,612.0,1269.0,,,15.0,,,M,05-123-08053
529,2000-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,20.0,5.0,,,25.0,,631.0,,,,631.0,1269.0,,,15.0,,,M,05-123-08053
530,2000-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,20.0,,,,20.0,,716.0,,,,716.0,1269.0,,,15.0,,,M,05-123-08053
531,2000-02-01,29,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,20.0,,,,20.0,,665.0,,,,665.0,1269.0,,,15.0,,,M,05-123-08053
532,2000-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,18.0,2.0,,,20.0,,836.0,,,,836.0,1269.0,,,15.0,,,M,05-123-08053
533,1999-12-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,180.0,4.0,,-166.0,18.0,,585.0,,,,585.0,1269.0,,,15.0,,,M,05-123-08053
534,1999-11-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,170.0,10.0,,,180.0,,579.0,,,,579.0,1269.0,,,15.0,,,M,05-123-08053
535,1999-10-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,195.0,18.0,,-43.0,170.0,,742.0,,,,742.0,1269.0,,,15.0,,,M,05-123-08053
536,1999-09-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,195.0,,,,195.0,,879.0,,,,879.0,1269.0,,,15.0,,,M,05-123-08053
537,1999-08-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,195.0,,,,195.0,,936.0,,,,936.0,1269.0,,,15.0,,,M,05-123-08053
538,1999-07-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,185.0,10.0,,,195.0,,572.0,,,,572.0,1269.0,,,15.0,,,M,05-123-08053
539,1999-06-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,85.0,5.0,,,90.0,,923.0,,,,923.0,1269.0,,,14.0,,0.0,M,05-123-08053
540,1999-05-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,80.0,5.0,,,85.0,,984.0,,,,984.0,1269.0,,,11.0,,,M,05-123-08053
541,1999-04-01,30,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,79.0,1.0,,,80.0,,1106.0,,,,1106.0,1269.0,,,,,,,05-123-08053
542,1999-03-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,75.0,4.0,,,79.0,,1106.0,,,,1106.0,1269.0,,,,,,,05-123-08053
543,1999-02-01,28,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,131.0,35.0,,,166.0,,882.0,,,,882.0,1269.0,,,,,,,05-123-08053
544,1999-01-01,31,PR,TRINITY ENERGY CORPORATION,123,8053,0,J SAND,129.0,2.0,,,131.0,,113.0,,,,113.0,1269.0,,,,,,,05-123-08053
545,2002-12-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,,,,,,,,,,,,,,,,,,,05-123-09456
546,2002-11-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,,,,,,,,,,,,,,,,,,,05-123-09456
547,2002-10-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,,,,,,,,,,,,,,,,,,,05-123-09456
548,2002-09-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,,,,,,,,,,,,,,,8.0,,,M,05-123-09456
549,2002-08-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,2.0,,,M,05-123-09456
550,2002-07-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,,,,,,,,,,,,,,,2.0,,,M,05-123-09456
551,2002-06-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,8.0,,,M,05-123-09456
552,2002-05-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,12.0,,,M,05-123-09456
553,2002-04-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,12.0,,,M,05-123-09456
554,2002-03-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,2.0,,,M,05-123-09456
555,2002-02-01,28,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,5.0,,,M,05-123-09456
556,2002-01-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,5.0,,,M,05-123-09456
557,2001-12-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
558,2001-11-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
559,2001-10-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
560,2001-09-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
561,2001-08-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
562,2001-07-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
563,2001-06-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
564,2001-05-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
565,2001-04-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
566,2001-03-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
567,2001-02-01,28,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
568,2001-01-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
569,2000-12-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,10.0,,,,10.0,1343.0,,,,,,,05-123-09456
570,2000-11-01,0,SI,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,25.0,,,,25.0,,,,,,,,,,,,,,05-123-09456
571,2000-10-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,21.0,4.0,,,25.0,,,,,,,,,,,,,,05-123-09456
572,2000-09-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,20.0,1.0,,,21.0,,,,,,,,,,,,,,05-123-09456
573,2000-08-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,73.0,5.0,,-58.0,20.0,,617.0,,,,617.0,1343.0,,,,,,,05-123-09456
574,2000-07-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,73.0,,,,73.0,,672.0,,,,672.0,1343.0,,,,,,,05-123-09456
575,2000-06-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,69.0,4.0,,,73.0,,750.0,,,,750.0,1343.0,,,,,,,05-123-09456
576,2000-05-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,41.0,28.0,,,69.0,,1075.0,,,,1075.0,1343.0,,,,,,,05-123-09456
577,2000-04-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,38.0,3.0,,,41.0,,387.0,,,,387.0,1343.0,,,,,,,05-123-09456
578,2000-03-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,38.0,,,,38.0,,402.0,,,,402.0,1343.0,,,,,,,05-123-09456
579,2000-02-01,29,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,38.0,,,,38.0,,359.0,,,,359.0,1343.0,,,,,,,05-123-09456
580,2000-01-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,38.0,,,,38.0,,363.0,,,,363.0,1343.0,,,,,,,05-123-09456
581,1999-12-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,32.0,6.0,,,38.0,,453.0,,,,453.0,1343.0,,,,,,,05-123-09456
582,1999-11-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,28.0,4.0,,,32.0,,278.0,,,,278.0,1343.0,,,,,,,05-123-09456
583,1999-10-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,28.0,,,,28.0,,319.0,,,,319.0,1343.0,,,,,,,05-123-09456
584,1999-09-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,89.0,11.0,72.0,,28.0,38.1,529.0,,,,529.0,1343.0,,,,,,,05-123-09456
585,1999-08-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,82.0,7.0,,,89.0,,693.0,,,,693.0,1343.0,,,,,,,05-123-09456
586,1999-07-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,80.0,2.0,,,82.0,,491.0,,,,491.0,1343.0,,,,,,,05-123-09456
587,1999-06-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,94.0,2.0,,-16.0,80.0,,620.0,,,,620.0,1343.0,,,,,,,05-123-09456
588,1999-05-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,182.0,3.0,,-91.0,94.0,,719.0,,,,719.0,1343.0,,,,,,,05-123-09456
589,1999-04-01,30,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,64.0,35.0,,83.0,182.0,,660.0,,,,660.0,1343.0,,,,,,,05-123-09456
590,1999-03-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,61.0,3.0,,,64.0,,660.0,,,,660.0,1343.0,,,,,,,05-123-09456
591,1999-02-01,28,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,53.0,8.0,,,61.0,,511.0,,,,511.0,1343.0,,,27.0,,,M,05-123-09456
592,1999-01-01,31,PR,TRINITY ENERGY CORPORATION,123,9456,0,J SAND,50.0,3.0,,,53.0,,646.0,,,,646.0,1343.0,,,62.0,,,M,05-123-09456
