,First of Month,Days Produced,Well Status,Operator Name,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code,data_source
0,2021-09-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
1,2021-08-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
2,2021-07-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
3,2021-06-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
4,2021-05-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
5,2021-04-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
6,2021-03-01,0,SI,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,49,,,,49,,,,,,,,,,,,,,05-001-07727
7,2021-02-01,3,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,48,1.0,,,49,,28.0,,,,28.0,1371.0,,,,,,,05-001-07727
8,2021-01-01,31,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,46,2.0,,,48,,267.0,,,,267.0,1371.0,,,,,,,05-001-07727
9,2020-12-01,17,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,1.0,,,46,,222.0,,,,222.0,1371.0,,,,,,,05-001-07727
10,2020-11-01,20,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,1.0,,,46,,267.0,,,,267.0,1368.0,,,,,,,05-001-07727
11,2020-10-01,9,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,,,,45,,180.0,,,,180.0,1368.0,,,,,,,05-001-07727
12,2020-09-01,3,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,,,,45,,42.0,,,,42.0,1368.0,,,,,,,05-001-07727
13,2020-08-01,18,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,,,,45,,231.0,,,,231.0,1367.0,,,,,,,05-001-07727
14,2020-07-01,19,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,45,,,,45,,242.0,,,,242.0,1367.0,,,,,,,05-001-07727
15,2020-06-01,30,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,44,1.0,,,45,,211.0,,,,211.0,1368.0,,,,,,,05-001-07727
16,2020-05-01,31,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,44,,,,44,,248.0,,,,248.0,1372.0,,,,,,,05-001-07727
17,2020-04-01,16,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,44,,,,44,,16.0,,,,16.0,1372.0,,,,,,,05-001-07727
18,2020-03-01,31,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,44,,,,44,,249.0,,,,249.0,1372.0,,,,,,,05-001-07727
19,2020-02-01,15,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,44,,,,44,,20.0,,,,20.0,1372.0,,,,,,,05-001-07727
20,2020-01-01,31,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,110,,,-66.0,44,,450.0,,,,450.0,1372.0,,,66.0,,,C,05-001-07727
21,2019-12-01,30,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,110,,,,110,,258.0,,,,258.0,1372.0,,,,,,,05-001-07727
22,2019-11-01,19,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,100,10.0,,,110,,208.0,,,,208.0,1372.0,,,,,,,05-001-07727
23,2019-10-01,25,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,92,8.0,,,100,,49.0,,,,49.0,1371.0,,,,,,,05-001-07727
24,2019-09-01,17,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,100,42.0,50.0,,92,35.7,148.0,,,,148.0,1368.0,,,,,,,05-001-07727
25,2019-08-01,23,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,47,53.0,,,100,,59.0,,,,59.0,1366.0,,,,,,,05-001-07727
26,2019-07-01,24,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,125,3.0,76.0,-5.0,47,49.2,161.0,,,,161.0,1366.0,,,,,,,05-001-07727
27,2019-06-01,20,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,125,,,,125,,197.0,,,,197.0,1368.0,,,,,,,05-001-07727
28,2019-05-01,25,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,125,,,,125,,156.0,,,,156.0,1370.0,,,,,,,05-001-07727
29,2019-04-01,26,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,123,2.0,,,125,,95.0,,,,95.0,1370.0,,,,,,,05-001-07727
30,2019-03-01,31,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,121,2.0,,,123,,208.0,,,,208.0,1371.0,,,,,,,05-001-07727
31,2019-02-01,19,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,114,7.0,,,121,,234.0,,,,234.0,1371.0,,,,,,,05-001-07727
32,2019-01-01,22,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,102,12.0,,,114,,178.0,,,,178.0,1371.0,,,,,,,05-001-07727
33,2018-12-01,27,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,89,13.0,,,102,,234.0,,,,234.0,1371.0,,,,,,,05-001-07727
34,2018-11-01,20,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,89,2.0,,,91,,65.0,,,,65.0,1371.0,,,,,,,05-001-07727
35,2018-10-01,14,PR,PAINTED PEGASUS PETROLEUM LLC,1,7727,0,J SAND,87,2.0,,,89,,140.0,,,,140.0,1373.0,,,,,,,05-001-07727
36,2018-09-01,27,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,85,2.0,,,87,,114.0,,,,114.0,1373.0,,,,,,,05-001-07727
37,2018-08-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,91,,,-6.0,85,,136.0,,,,136.0,1373.0,,,,,,,05-001-07727
38,2018-07-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,83,8.0,,,91,,138.0,,,,138.0,1373.0,,,,,,,05-001-07727
39,2018-06-01,30,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,104,,,-21.0,83,,131.0,,,,131.0,1373.0,,,40.0,,,C,05-001-07727
40,2018-05-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,123,,,-19.0,104,,142.0,,,,142.0,1373.0,,,5.0,,,C,05-001-07727
41,2018-04-01,30,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,106,17.0,,,123,,129.0,,,,129.0,1373.0,,,,,,,05-001-07727
42,2018-03-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,97,9.0,,,106,,143.0,,,,143.0,1379.0,,,,,,,05-001-07727
43,2018-02-01,28,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,97,,,,97,,45.0,,,,45.0,1373.0,,,,,,,05-001-07727
44,2018-01-01,26,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,92,5.0,,,97,,94.0,,,,94.0,1373.0,,,,,,,05-001-07727
45,2017-12-01,27,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,88,4.0,,,92,,77.0,,,,77.0,1373.0,,,,,,,05-001-07727
46,2017-11-01,29,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,64,24.0,,,88,,94.0,,,,94.0,1373.0,,,,,,,05-001-07727
47,2017-10-01,26,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,68,,,-4.0,64,,103.0,,,,103.0,1330.0,,,,,,,05-001-07727
48,2017-09-01,27,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,60,8.0,,,68,,100.0,,,,100.0,1330.0,,,,,,,05-001-07727
49,2017-08-01,29,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,72,,,-12.0,60,,110.0,,,,110.0,1330.0,,,95.0,,,P,05-001-07727
50,2017-07-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,57,15.0,,,72,,111.0,,,,111.0,1330.0,,,,,,,05-001-07727
51,2017-06-01,29,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,51,6.0,,,57,,94.0,,,,94.0,1330.0,,,,,,P,05-001-07727
52,2017-05-01,27,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,39,12.0,,,51,,113.0,,,,113.0,1330.0,,,,,,,05-001-07727
53,2017-04-01,30,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,29,10.0,,,39,,114.0,,,,114.0,1330.0,,,,,,,05-001-07727
54,2017-03-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,29,,,,29,,90.0,,,,90.0,1330.0,,,,,,,05-001-07727
55,2017-02-01,28,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,19,10.0,,,29,,88.0,,,,88.0,1330.0,,,,,,P,05-001-07727
56,2017-01-01,21,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,13,6.0,,,19,,75.0,,,,75.0,1330.0,,,,,,,05-001-07727
57,2016-12-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,3.0,,,13,,165.0,,31.0,,134.0,1330.0,,,,,,P,05-001-07727
58,2016-11-01,30,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,142.0,,36.0,,106.0,1330.0,,,,,,,05-001-07727
59,2016-10-01,25,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,133.0,,36.0,,97.0,1331.0,,,,,,P,05-001-07727
60,2016-09-01,30,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,180.0,,46.0,,134.0,1331.0,,,,,,,05-001-07727
61,2016-08-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,140.0,,,,140.0,1331.0,,,,,,,05-001-07727
62,2016-07-01,26,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,167.0,,43.0,,124.0,1331.0,,,,,,,05-001-07727
63,2016-06-01,0,SI,HRM RESOURCES II LLC,1,7727,0,J SAND,10,,,,10,,,,,,,,,,,,,,05-001-07727
64,2016-05-01,31,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,14,,,-4.0,10,,107.0,,27.0,,80.0,1331.0,,,5.0,,,P,05-001-07727
65,2016-04-01,27,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,11,3.0,,,14,,222.0,,46.0,,176.0,1331.0,,,,,,,05-001-07727
66,2016-03-01,20,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,11,,,,11,,178.0,,29.0,,149.0,199.0,,,,,,,05-001-07727
67,2016-02-01,0,SI,HRM RESOURCES II LLC,1,7727,0,J SAND,11,,,,11,,,,,,,,,,,,,P,05-001-07727
68,2016-01-01,10,PR,HRM RESOURCES II LLC,1,7727,0,J SAND,5,6.0,,,11,,79.0,,,,79.0,1379.0,,,11.0,,,P,05-001-07727
